time,date,group,obs,action,actor1,actor2,actor3,recipient1,recipient2,recipient3,context,response,agg_supp,intromission,pe,ejaculation,thrust_number,prox_10m_af,prox_10m_ef,prox_10m_all,notes,IOR
8:14:58,3/10/2025,2,Katarina,M,M271,NA,NA,M007,NA,NA,T,NA,NA,NA,Erection,NA,2,NA,NA,NA,NA,NA
12:29:50,3/12/2025,1,Holly,Gr,M078,NA,NA,M059,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12:33:29,3/12/2025,1,Holly,Gr,M078,NA,NA,M059,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10:56:28,3/13/2025,2,Katarina,M,M104,NA,NA,M271,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10:58:01,3/13/2025,2,Katarina,M,M104,NA,NA,M268,NA,NA,R,NA,NA,NA,Erection,NA,2,NA,NA,NA,NA,NA
7:49:44,3/18/2025,1,Holly,M,M069,NA,NA,M192,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7:50:06,3/18/2025,1,Holly,M,M192,NA,NA,M069,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11:07:59,3/18/2025,2,Katarina,Gr,M212,NA,NA,M299,NA,NA,R,NA,NA,NA,Erection,NA,NA,NA,NA,NA,Mun EK3,NA
11:08:39,3/18/2025,2,Katarina,Gr,M299,NA,NA,M212,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,EK3,NA
11:10:27,3/18/2025,2,Katarina,Gr,M299,NA,NA,M212,NA,NA,R,NA,NA,NA,Erection,NA,NA,NA,NA,NA,EK3,NA
11:11:18,3/18/2025,2,Katarina,M,M035,NA,NA,M299,NA,NA,R,NA,NA,NA,Erection,NA,2,NA,NA,NA,EK3,NA
11:12:00,3/18/2025,2,Katarina,Gr,M299,NA,NA,M212,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,EK3,NA
11:12:54,3/18/2025,2,Katarina,Gr,M299,NA,NA,M212,NA,NA,R,NA,NA,NA,Erection,NA,NA,NA,NA,NA,EK3,NA
8:02:30,3/19/2025,2,Katarina,M,M211,NA,NA,M191,NA,NA,R,NA,NA,NA,Erection,NA,2,NA,NA,NA,8V5,NA
8:17:28,3/20/2025,1,Holly,M,M179,NA,NA,M011,NA,NA,F,NA,NA,NA,Erection,NA,NA,NA,NA,NA,NA,NA
11:11:33,3/20/2025,2,Katarina,Gr,M046,NA,NA,M010,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mun 2R8,NA
11:13:57,3/20/2025,2,Katarina,Gr,M046,NA,NA,M010,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mun 2R8,NA
11:14:29,3/20/2025,2,Katarina,M,M046,NA,NA,M010,NA,NA,Gr,NA,NA,NA,Erection,NA,2,NA,NA,NA,Mun 2R8,NA
13:21:56,3/20/2025,1,Holly,M,M243,NA,NA,M242,NA,NA,Ag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13:30:00,3/20/2025,1,Holly,M,M259,NA,NA,M242,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13:31:00,3/20/2025,1,Holly,Gr,M259,NA,NA,M242,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7:48:18,3/27/2025,1,Holly,Gr,M292,NA,NA,M289,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7:48:40,3/27/2025,1,Holly,M,M292,NA,NA,M289,NA,NA,Ag,NA,NA,NA,Erection,NA,NA,NA,NA,NA,NA,NA
7:51:02,3/27/2025,1,Holly,M,M301,NA,NA,M295,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
